origin,year,citation_num,works_cited_num,lat,long
"现代图书情报技术,",2005,138,138,32.029566,118.859568
"现代图书情报技术,",2005,151,150,32.055015,118.779430
"现代图书情报技术,",2005,115,115,38.880964,121.536417
"现代图书情报技术,",2005,125,125,32.055015,118.779430
"现代图书情报技术,",2004,195,195,39.987259,116.323009
"现代图书情报技术,",2004,116,109,30.537860,114.365248
"现代图书情报技术,",2004,137,136,31.162269,121.418609
"现代图书情报技术,",2003,109,109,39.987259,116.323009
"现代图书情报技术,",2001,246,242,30.631897,104.083020
"现代图书情报技术,",2000,155,155,39.995304,116.308264
"现代图书情报技术,",1999,108,108,22.545808,114.056671
"现代图书情报技术,",2014,103,102,40.004517,116.324409
"现代情报,",2014,108,108,31.316600,121.392325
"现代情报,",2006,341,341,39.910232,116.249487
"现代情报,",2005,100,100,29.996809,106.250045
"现代情报,",2005,106,105,39.910232,116.249487
"现代情报,",2003,155,155,30.629659,104.089535
"现代情报,",2003,113,113,38.880807,121.550210
"现代情报,",2002,125,125,36.811568,115.706657
"现代情报,",2005,111,111,45.708225,126.613250
"现代情报,",2013,105,103,39.964051,116.360831
"现代情报,",2013,134,133,23.131768,113.371557
"现代情报,",2013,151,150,23.055191,113.411371
"现代情报,",2013,124,124,31.843752,117.294728
"现代情报,",2013,115,111,39.099629,121.821746
"现代情报,",2012,106,104,31.429585,121.303574
"现代情报,",2011,130,130,32.110012,118.961365
"现代情报,",2007,170,170,43.827437,125.280441
