origin,year,citation_num,works_cited_num,lat,long
"情报理论与实践,",2013,6,5,30.629659,104.089535
"情报理论与实践,",2013,10,10,34.797820,113.655479
"情报理论与实践,",2013,3,2,30.536482,114.374888
"情报理论与实践,",2013,4,4,,
"情报理论与实践,",2013,3,3,39.961554,116.358103
"情报理论与实践,",2013,24,21,34.281568,108.940908
"情报理论与实践,",2013,1,1,34.123128,108.830240
"情报理论与实践,",2013,27,27,31.767250,117.184869
"情报理论与实践,",2013,14,11,43.854536,125.335170
"情报理论与实践,",2013,2,2,41.793594,123.410439
"情报理论与实践,",2013,12,11,30.536482,114.374888
"情报理论与实践,",2013,5,3,30.556148,104.000064
"情报理论与实践,",2013,13,13,39.105036,117.157116
"情报理论与实践,",2013,1,1,36.107588,103.729077
"情报理论与实践,",2013,5,5,32.033984,118.820195
"情报理论与实践,",2013,8,8,32.116192,118.956380
"情报理论与实践,",2013,32,31,38.971192,121.527925
"情报理论与实践,",2013,10,9,32.033444,118.839686
"情报理论与实践,",2013,2,2,30.538484,114.357593
"情报理论与实践,",2013,18,18,30.536660,114.375096
"情报理论与实践,",2013,26,26,27.109421,115.024975
"情报理论与实践,",2013,27,26,43.910589,125.392571
"情报理论与实践,",2013,39,36,31.429585,121.303574
"情报理论与实践,",2013,3,3,28.696500,116.030375
"情报理论与实践,",2013,5,5,32.029566,118.859568
"情报理论与实践,",2013,14,14,,
"情报理论与实践,",2013,9,9,23.133729,113.333094
"情报理论与实践,",2013,3,3,39.999567,116.331994
"情报理论与实践,",2013,2,2,,
"情报理论与实践,",2013,1,1,34.123128,108.830240
"情报理论与实践,",2013,5,5,43.861782,125.328156
"情报理论与实践,",2013,6,6,34.786486,113.786195
"情报理论与实践,",2013,7,7,21.268912,110.348158
"情报理论与实践,",2013,8,8,36.118004,120.475017
"情报理论与实践,",2013,4,4,34.828957,113.554376
"情报理论与实践,",2013,8,8,32.203426,118.715422
"情报理论与实践,",2013,34,33,30.536482,114.374888
"情报理论与实践,",2013,5,5,45.773729,126.682452
"情报理论与实践,",2013,6,6,32.116192,118.956380
"情报理论与实践,",2013,8,8,37.797943,112.589538
"情报理论与实践,",2013,15,15,34.792194,113.890398
"情报理论与实践,",2013,6,4,32.101878,118.945416
"情报理论与实践,",2013,5,5,33.382947,120.198266
"情报理论与实践,",2013,1,1,25.020987,107.379753
"情报理论与实践,",2013,2,1,34.605534,119.221550
"情报理论与实践,",2013,15,15,24.314028,109.405861
"情报理论与实践,",2013,10,10,31.276625,121.483500
"情报理论与实践,",2013,1,1,34.123128,108.830240
"情报理论与实践,",2013,4,4,31.381496,104.839651
"情报理论与实践,",2013,11,11,31.230452,121.390923
"情报理论与实践,",2013,1,1,39.105036,117.157116
"情报理论与实践,",2013,13,13,31.845442,117.257240
"情报理论与实践,",2013,21,21,39.105036,117.157116
"情报理论与实践,",2013,10,9,,
"情报理论与实践,",2013,5,5,,
"情报理论与实践,",2013,7,7,30.316455,120.392972
"情报理论与实践,",2013,84,84,32.530781,105.743248
"情报理论与实践,",2013,12,8,30.059528,112.236069
"情报理论与实践,",2013,10,10,36.079798,120.342104
"情报理论与实践,",2013,8,1,33.981462,116.812720
"情报理论与实践,",2013,16,16,28.219904,112.917668
"情报理论与实践,",2013,2,2,22.530892,113.391838
"情报理论与实践,",2013,1,0,39.872643,116.447594
"情报理论与实践,",2013,2,2,34.717369,113.644458
